,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
358,christoph,probst,fritz,stalingrad,sophie,rückzug,krank,krieg,menschen,opa,scholl,rjpjwzk,cmd12zilaw2kgw,ja,hans,gefangenschaft,ill3ovfqk1yn_ebbhjjdbq,schichtträger,wurde,januar
359,meth,pervitin,drogen,panzerschokolade,methamphetamin,crystal,soldaten,alkohol,droge,nebenwirkungen,pillen,abhängig,rausch,mittel,schokolade,wurde,wach,speed,zeug,ja
360,pervitin,meth,drogen,ritalin,substanzen,methamphetamin,droge,hzim7kodoe8807fbzaripw,ja,spritzen,wach,panzerschokolade,tabletten,falk,lexikon,sophie,crystal,abhängig,abhängigkeit,biorhythmus
361,sophie,brief,fritz,kleid,stalino,lazarett,scholl,lina,hib4mkmha,vgwtwb0q_04a,gerettet,fi2b_yq9da5q,schal,5o,bb2qrp,ja,hosen,magdalena,rt07sroabud5rkpwg3e0pq,foto
362,kartoffeln,kartoffelauflauf,bratkartoffeln,eier,kartoffelbrei,kartoffel,lebensmittelkarten,lecker,sahne,rührei,kartoffelgratin,zwiebeln,kartoffelschalen,mahlzeit,kad6bvcekv0wsut4ljg31g,spätzlesuppe,klemperer,tortilla,bauernfrühstück,gratin
363,stalingrad,99gaeocy4uan80alirxf1q,1943,soldaten,heldentod,februar,niederlage,armee,kriegsgefangenschaft,krieg,tripolis,rose,priester,gefangenschaft,paulus,entlastung,200000,januar,konnte,000
364,münchen,mitbringsel,klotz,1943,nieder,februar,haecker,christoph,02,mutter,sophie,probst,schon,elisabeth,scholl,geburtstag,briefumschläge,streuaktion,vielleicht,hans
365,a5i4gpqziestpwhmdyqdaq,instinkt,1943,väterlichen,haecker,sophie,februar,scholl,selma,eltern,vater,flugblätter,elisabeth,bruno,ja,hans,gibt,ahnt,robert,irene
366,1nbsfognnbwvu9ekvtbnjg,beipackzettel,frauenlager,nebenwirkungen,nvkae1xxjosdi7av4n4ynw,konsums,schädigung,ufkccljkkmo71otdczimea,vorahnungen,probst,birkenau,ulm,appell,auschwitz,gaskammern,februar,handlungsweise,häftlinge,ahnen,weiblichen
367,studierende,vater,scholl,robert,epttemlbvcvdxjdxylvjiw,eltern,sippenhaft,familie,ja,ulm,sophie,zeit,schweigen,lehrende,spaziergang,akten,auschwitz,studentischen,xwiowgpclhjgrs3rlvkfnq,bruderhof
368,witz,lachen,humor,milch,schlagsahne,witze,kupavadk5f_tggy,i8qm0g,hitler,es55a_3oyz2revl9wqfatq,sophie,ja,rahm,ecoxd22u2jfflpag,lkepy,b0uu0fqsjwn2jluxpm9mxw,entrahmt,flüsterwitze,hib4mkmha,vgwtwb0q_04a
369,sophie,eltern,scholl,ja,robert,bereit,gerichtssaal,gefängnis,vgwtwb0q_04a,hib4mkmha,hinrichtung,a1yrrvwbnoxbnxurl4znxq,1w5f35cre6ph2jtkraeeuq,menschen,wvqxphh7e1l60ft1mngf2w,hingerichtet,gänseblümchen,bessere,teamsoffer,zukunft
370,probst,katharina,christoph,katja,7vos7wdawq9hlby1xngxxq,kinder,leben,559ilhvrifjhmczx6mdalg,_thnzpbupdextj8ora7zew,tochter,ja,christls,wurde,glückwunsch,werten,scholl,nr,vater,nachfahrin,michael
371,traum,traumfresserchen,sophie,albtraum,träume,immer,kult,e78phkt94hjpcvsm3dkofg,geschichte,alpträume,albträume,hilft,schlussstrich,ja,nr,schlaf,erschossen,gedanken,angst,einschlafen
372,fritz,lemberg,rauchen,sophie,gehrts,tvkxjysm8wwm3mqpzufabw,hartnagel,wurde,m8l_mq,0jdtzzageuwpjpx,erwin,tag,wiedersehen,zigaretten,sdiee2urg16yol,pi_w,kräuterzigaretten,traurig,vgwtwb0q_04a,hib4mkmha
373,zipppyimwfhrafefxecyqg,byhivutlueprgvdeiorj6q,schablonen,mamlock,parolen,pervitin,digjwovcowuqkuyi6kbulg,rauschgift,kopfschmerzen,_3jh0wrg1egfg9e6qu7fqg,hans,nieder,wohnung,substanz,vn0rf2jgfhepmdhmd72ywq,iuuinphhnnh3lvrtqrys5q,leichtsinn,atelier,wände,beyer
374,flugblatt,sophie,studierende,rose,scholl,studierenden,wohnbezirke,ehre,the,ortschaften,mnjwvjtmsas68b_edo5nsq,yy72zr8,_utcvvxfw4kjag,sechste,freiheit,jahre,aussiedler,ja,volk,wurde
375,marie,aussiedler,wohnbezirke,ortschaften,patient,sterblichkeit,mußten,juden,jüdischen,großschweidniz,arnsdorf,landesanstalt,maries,telefonistin,dresden,kälte,unterhalt,außerstande,beträchtlich,januar
376,sophie,scholl,projekt,freitag,cato,vh6cvd3rj6bnmdwbnmvwww,wurde,arbeit,mehr,ja,kapelle,geschichte,rose,harnack,immer,stefanie,kunke,evaluation,zeit,schon
377,rede,g4budkejws,okc6lvalmxg,rtkdrcghdiu1dx2zomgzlw,skifahren,freitag,uhr,erbe,goebbels,nachfolgenden,redaktionelle,ideale,endet,setzten,teamsoffer,sophie,leben,spannende,beiträge,beeindruckt
378,urlaub,egoistisch,skifahren,sophie,fahrt,hätte,ja,leben,menschen,flugblätter,heute,missstände,37fui5rkzwhiw,oi301ylu,skilaufen,nein,drwfvcjkz7wvzky8o2kkeg,verteilen,schmid,viele
379,sophie,freitag,geschichte,ringel,j73hyfzen1cubwdvddktiq,mehr,danke,rvpobs9aqcnpzzxgwfhzqq,1943,schon,goebbels,mildred,rede,dank,vielen,berge,wochenende,macht,skifahren,leben
380,brief,aktion,aufgebracht,aktionen,sophie,forellenquintett,morgen,lisa,frühling,1943,liebe,februar,scholl,16,02,immer,ja,hypothesen,rede,menschen
381,morgen,projekt,danke,geschichte,angst,2pwjbzitjpubxe7jslf8cw,sophie,ich,geschwister,habt,kanal,k_nqooky0f4i4bvhwmer7q,traurig,immer,berge,herz,vielen,leben,schon,scholl
382,projekt,morgen,sophie,teamsoffer,verhaftung,danke,scholl,feiwgizryrvjg0wgzaeijw,flugblätter,geschichte,aktion,kanal,hans,geschwister,rede,uni,arbeit,heute,redaktionelle,dabei
383,danke,projekt,sophie,geschichte,vielen,feedback,dank,tolles,teamsoffer,habt,dabei,scholl,menschen,schauspieler,tränen,tolle,story,heute,arbeit,mehr
384,projekt,danke,geschichte,sophie,scholl,dank,vielen,probst,christoph,account,menschen,hans,gestapo,tolle,arbeit,vwcuddq_ra,zlomltostkw0p,2uxpo8b7u__,q5rqfrew,dabei
385,gcrda37hy1gim6fp_wfr3a,projekt,geschichte,sophie,scholl,fejmbfvmdha1nl0lihktjq,danke,ovcwrrs,mcyikrfpyi5q,wurde,vielen,dank,ja,habt,arbeit,56tqnb65tmud_,escw,ygl,hans,traute
386,projekt,sophie,wurde,scholl,rose,freiheit,danke,geschichte,zeit,christoph,ja,vielen,s8rqm7mdbbcz6ji6ptcj2g,freisler,fhsh67qgk6avlxf8byeeda,ms9aihzdxo1efw0ktinfiq,weißen,anklageschrift,menschen,probst
387,sophie,scholl,eltern,ph,gnadengesuch,projekt,lina,sofie,danke,urteil,fritz,christoph,wurde,teamsoffer,vgwtwb0q_04a,hib4mkmha,hinrichtung,probst,vielen,geschichte
388,danke,projekt,sophie,tolle,dank,vielen,geschichte,lfhjmdfxblyewenp6gqoq,scholl,vergessen,unvergessen,menschen,habt,tolles,rose,heute,nie,frieden,niemals,traurig
389,hans,2hxfnaxwrpmrazyvw0gopw,christoph,freiheit,projekt,scholl,probst,unvergessen,lebe,sophie,zaxnkbyryrref7,yz,rrew,hingerichtet,hinrichtung,vielen,ja,wurde,geschwister,danke
390,christoph,probst,herta,stiefmutter,kinder,danke,frau,leben,angelika,wurde,ja,christophs,tljsa5h3cteatndbjoq2ww,bhqaftaz9iygqeycrvbzmw,mutter,kleeblatt,kindern,februar,traurig,vater
391,huber,vollstreckung,kurt,j73hyfzen1cubwdvddktiq,n_jdmzdz1hqexff6uciv7w,münchener,professor,chur,schmorell,danke,propagandazwecke,gnadenentscheidungen,herausgeben,pressemitteilung,wehrmachtsjustiz,436,urteils,verständnisvolle,verging,275
392,graf,willi,anneliese,live,j73hyfzen1cubwdvddktiq,probst,saarbrücken,wurde,wvqxphh7e1l60ft1mngf2w,knoop,rose,gestapo,nachmittag,danke,marienau,trost,weitertragen,letzten,talk,sendungen
393,elisabeth,fritz,xsfahda1qzjhavchpqrzsg,yoanvv2edrloi6ur6dzswq,q3yklujajqqlicre3jyggg,hartnagel,krieg,lemberg,art26pkju0c2iasa2j5sfa,dibmxd7gmlcrphta0faxlq,schwester,jv4uq0dsihc3qv9owgx0jw,ukraine,europa,sophie,putin,immer,zeitzeugin,beginnt,trauer
394,scholl,robert,lina,grab,perlacher,ja,familie,sophie,traute,hans,thilde,halbbruder,elisabeth,beerdigung,kinder,inge,fritz,leichen,friedhof,danke
395,schmorell,alexander,x6pwchzqr4moyxmqocjd_q,schmorells,wurde,gestapo,mlad_vooq0w4pw,xes_e3u,1943,lilo,februar,flucht,ja,hans,gläubig,qguvc2zwe0_msx9tvq0c2w,walchensee,qlfhipsulmrwdkmbhampmg,sechs,verhörprotokolle
396,s_lqhx7320kwzn2ldrph,traute,obnbfm5dyqaepq,3nrozmn,hamburger,lafrenz,zweig,dumme,herta,2cu0,hhuq,fzlyxn1cxskw,verurteilt,102,wurde,ejqrsvw6x27grkicpzwtpa,untertitel,entging,verhaftungen,ttlqdcogbdafqayvbuwogw
397,grimminger,hirzel,verurteilt,jenny,gefängnis,eugen,zuchthaus,aowfb45s_clcfosxazp5jq,freiheitsstrafe,rose,personen,vergebens,hans,inhaftiert,schmorell,angerichtet,zeller,wurde,graf,scholl
398,s2v,cvbqq_63sad8adjxdw,inge,aicher,besucher,otl,gendern,scholl,geschwister,hochschule,aktueller,gründet,zitat,hans,jreikh9zq9mbw6s4bnpgw,sippenhaft,männlich,fakt,löste,projekt
399,leipelt,jahn,hans,luise,margaretha,rothe,marie,donauwörth,halbjude,rww9gejbzaumevaqj6ihiq,hamburger,stolpersteine,leipelts,hamburg,qjq,d3ir_7el3wcagmxpr,weißen,rose,wurde,kucharski
400,geschwister,scholl,rose,schule,weißen,gymnasium,fc6ze2ozm3673l62o8yfig,sophie,platz,denkmal,dhtiuvhxouy4bkg5pwn4sg,marburg,geschichte,münchner,83qn_fodbsc6otzdjiwuyq,weiße,universität,projekt,kopien,danke
401,rose,weiße,blumberg,1tjvpysig2ooavptdds4rg,sophie,scholl,gendergerechte,weißen,livestreams,qmk3bdk0bjpwnb6fvz89fg,wurde,danke,absitzen,furtwängler,_thnzpbupdextj8ora7zew,haft,jägerstätter,witzformulierung,jahren,dialekt
